------------------------------workbook: DATA.xlsx------------------------------
------------------------------sheet: Sheet1------------------------------
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,智慧产物,None,None,单件,None,None,套装,None,None,None,None,None,None,None,None,None
None,2-2-2-1 位置,None,None,2-2-1 位置,None,None,1-2-1 位置,None,None,None,None,None,None,None,None,None
None,部位-'39'-代码-改造,None,None,部位-套装-是否神话,None,None,1-套装-个数,None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,武器,10,None,None,3.3,1.43,1.43,1.58730158730158,None,None,None
None,None,None,None,大祭司,01,上衣,11,None,None,None,None,None,None,None,None,None
None,None,None,None,魔法师,02,裤子,12,None,None,None,None,None,None,None,buflvl字段说明,None
None,None,None,None,舞姬,03,护肩,13,None,None,None,最终统计,None,None,None,奶爸,None
None,None,None,None,阴影,04,腰带,14,None,荣誉祝福,None,4308,None,None,None,hol_b_atta,祝福增加的三攻
None,None,None,None,裁决者,05,鞋子,15,None,天启之珠,None,4308,None,None,None,pas0,守护恩赐（15级）增加的体力、精神数值（祝福）
None,None,None,None,龙血玄黄,06,手镯,21,None,勇气祝福,None,4166,None,None,None,hol_pas0_1,守护徽章（25级）增加的体力、精神数值（祝福）
None,None,None,None,沙漠,07,项链,22,None,圣光天启,None,4166,None,None,None,hol_pas1,一觉被动（信念光环）增加的体力、精神数值
None,None,None,None,灸炎,08,戒指,23,None,禁忌诅咒,None,4166,None,None,None,hol_act2,二觉增加的体力、精神数值
None,None,None,None,擎天,09,左槽,31,None,人偶剧场,None,4166,None,None,None,pas3,三觉被动增加的体力、精神数值
None,None,None,None,地狱,10,右槽,32,None,None,None,None,None,None,None,hol_b_stat,祝福增加的力智
None,None,None,None,铁匠,11,耳环,33,None,None,None,None,None,None,None,c_stat,太阳增加的力智
None,None,None,None,荆棘,12,None,None,None,祝福系数,None,None,None,None,None,hol_pas1_out,信念光环增加的体力、精神数值
None,None,None,None,不息,13,None,None,None,奶爸,630,None,None,None,None,None,None
None,None,None,None,歧路,14,None,None,None,奶妈,675,None,None,None,None,奶妈、奶萝,None
None,None,None,None,大自然,15,None,None,None,奶萝,665,None,None,None,None,se_b_atta,祝福增加的三攻
None,None,None,None,尘封术式,16,None,None,None,None,None,None,None,None,None,pas0,[启示：圣歌]、[人偶操纵者] 增加的智力数值
None,None,None,None,破晓,17,None,None,None,1觉 750,None,None,None,None,None,se_pas1,一觉被动（[虞诚信念]、[少女的爱]）增加的智力数值
None,None,None,None,三角,18,None,None,None,None,None,None,None,None,None,se_pas2,二觉被动增加的智力数值
None,None,None,None,权能,19,None,None,None,None,None,None,None,None,None,pas3,三觉被动增加的智力数值
None,None,None,None,军神,20,None,None,None,None,None,None,None,None,None,se_b_stat,祝福增加的力智
None,None,None,None,灵宝,21,None,None,None,None,None,None,None,None,None,c_stat,太阳增加的力智
None,None,None,None,时间,22,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,能量,23,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,黑魔法,24,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,时空,25,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,呐喊,26,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,狂乱,27,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,深渊,28,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,圣者,29,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,命运,30,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,愤怒,31,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,求道者,32,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,次元,33,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,天命,34,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,悲剧,35,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,传说防具,36,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,普雷首饰,37,None,None,None,None,None,None,None,None,None,None,None
None,None,None,None,普雷特殊,38,None,None,None,None,None,None,None,None,None,None,None
------------------------------sheet: buf------------------------------
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1063,龙血玄黄5,150,150,29.492,0,0,0,375,8.12000000000002,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,沙漠2,0,0,8,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,沙漠3,113,113,18.8,0,0,0,325,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,沙漠5,113,113,35.432,0,0,0,325,10,4,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,灸炎2,100,100,0,0,0,0,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,灸炎3,100,100,25,0,0,0,275,0,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,灸炎5,400,400,25,0,0,0,345,8,5,0,1,2,2,2,0,0,0,0,0,15,15,0,0,0,0,0,0,0
1091,擎天2,0,0,6,0,0,0,150,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,擎天3,285,285,27.2,0,0,0,150,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,擎天5,285,285,36.104,0,0,0,200,10,4,4,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,地狱2,0,0,8,0,0,0,100,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,地狱3,110,110,16.64,0,0,0,199,8.16000000000001,3,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1103,地狱5,190,190,34.136,0,0,0,384,8.16000000000001,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1111,铁匠2,80,80,8,0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,铁匠3,330,330,24.2,0,0,0,120,0,3,2,0,2,2,2,0,0,0,0,0,20,20,0,0,0,0,0,0,0
1113,铁匠5,330,330,31.652,0,0,0,140,7,5,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,荆棘2,0,0,12,0,0,0,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,荆棘3,200,200,24.32,0,0,0,305,0,3,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0
1123,荆棘5,200,200,36.7520000000001,0,0,0,455,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,不息2,0,0,12,0,0,0,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,不息3,0,0,28.8,0,0,0,305,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,不息5,0,0,33.952,0,0,0,455,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,歧路2,0,0,8,0,0,0,135,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,歧路3,0,0,16.64,0,0,0,395,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,歧路5,0,0,36.4688,0,0,0,395,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,大自然2,145,145,15,0,0,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,大自然3,145,145,20.75,0,0,0,308,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,大自然5,145,145,38.8625,0,0,0,438,9.20000000000001,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,尘封术式2,60,60,2,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,尘封术式3,60,60,2,0,0,0,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,破晓2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,破晓3,100,100,7.12000000000002,0,0,0,45,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,三角2,140,140,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,三角3,140,140,4,0,0,0,45,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,权能2,100,110,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,权能3,100,110,3,0,0,0,46,0,1,1,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
1201,军神2,230,230,4,0,0,0,35,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,军神3,230,230,4,0,0,0,35,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,灵宝2,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,灵宝3,100,122,2,0,0,0,39,0,2,3,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1221,时间2,0,0,2,0,0,0,35,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,时间3,75,85,2,0,0,0,35,0,2,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,能量2,95,95,2,0,0,0,35,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,能量3,205,205,4.04,0,0,0,35,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,黑魔法2,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,黑魔法3,0,0,8,0,0,0,86,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,时空2,36,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,时空3,36,46,10,0,0,0,45,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,呐喊2,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,呐喊3,76,68,6,0,0,0,25,4,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,狂乱2,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,狂乱3,36,38,10,0,0,0,110,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,深渊2,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,深渊3,195,230,6,0,0,0,120,5.06,2,1,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1291,圣者2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,圣者3,225,258,12,0,0,0,125,3,1,1,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
1301,命运2,0,0,2,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,命运3,236,255,8.12000000000002,0,0,0,119,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,愤怒2,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,愤怒3,236,255,10,0,0,0,124,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,求道者2,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,求道者3,195,188,6,0,0,0,32,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,次元2,40,60,0,0,0,0,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,次元3,80,120,8,0,0,0,42,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,天命2,0,0,0,0,0,0,45,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,天命3,0,0,8,0,0,0,45,0,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,悲剧2,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,悲剧3,171,158,10,0,0,0,25,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,传说防具3,0,0,0,0,0,0,80,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,传说防具5,120,120,22,0,0,0,285,5,6,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,普雷首饰3,160,160,0,0,0,0,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,普雷特殊3,247,209,3,0,0,0,26,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11010,大祭司-上衣,250,299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11011,大祭司-神话上衣,250,300,0,37.5,10,10,150,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11020,魔法师-上衣,150,199,0,25,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11021,魔法师-神话上衣,350,400,11,25,0,0,90,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11030,舞姬-上衣,200,249,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0
11031,舞姬-神话上衣,340,390,0,35,8,8,100,0,0,0,0,0,0,0,0,0,0,160,140,10,10,0,0,0,0,0,0,0
11040,阴影-上衣,150,199,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11041,阴影-神话上衣,150,200,10,25,0,0,100,0,1,0,0,0,0,0,0,0,0,300,280,0,0,0,0,0,0,0,0,0
11050,裁决者-上衣,250,299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11051,裁决者-神话上衣,250,300,8,31.25,5,5,60,0,0,0,0,0,0,0,0,0,0,300,280,0,0,0,0,0,0,0,0,0
11060,龙血玄黄-上衣,263,312,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061,龙血玄黄-神话上衣,463,513,0,37.5,10,10,0,0,0,0,0,0,0,0,0,0,0,160,140,0,0,0,0,0,0,0,0,0
11070,沙漠-上衣,250,299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11071,沙漠-神话上衣,490,540,0,35,8,8,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11080,灸炎-上衣,200,249,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11081,灸炎-神话上衣,200,250,12.2,30,4,4,80,0,0,0,0,0,0,0,0,0,0,220,200,0,0,0,0,0,0,0,0,0
11090,擎天-上衣,263,312,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11091,擎天-神话上衣,263,313,7,30,4,4,0,4,0,0,0,0,0,0,0,0,0,260,240,0,0,0,0,0,0,0,0,0
11100,地狱-上衣,250,299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11101,地狱-神话上衣,470,500,9,33.75,7,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11110,铁匠-上衣,241,290,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11111,铁匠-神话上衣,441,491,7,25,0,0,90,0,0,0,0,0,0,0,0,0,0,200,180,0,0,0,0,0,0,0,0,0
11120,荆棘-上衣,250,299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11121,荆棘-神话上衣,250,300,11,25,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11130,不息-上衣,250,299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11131,不息-神话上衣,250,300,6,36.25,9,9,60,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11140,歧路-上衣,280,329,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11141,歧路-神话上衣,480,530,5,33.75,7,7,0,0,0,0,0,0,0,0,0,0,0,220,200,0,0,0,0,0,0,0,0,0
11150,大自然-上衣,242,291,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11151,大自然-神话上衣,242,292,13,37.5,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11280,深渊-上衣,250,322,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11281,深渊-神话上衣,450,523,0,25,0,0,0,0,1,1,0,18,1,1,1,1,1,160,140,0,0,0,0,0,0,0,0,0
11290,圣者-上衣,236,285,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11291,圣者-神话上衣,476,526,0,37.5,10,10,0,0,0,0,0,0,0,0,0,0,0,220,200,0,0,0,0,0,0,0,0,0
11300,命运-上衣,250,299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11301,命运-神话上衣,410,460,0,31.25,5,5,0,4,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11310,愤怒-上衣,250,299,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11311,愤怒-神话上衣,450,500,13,25,0,0,50,0,0,0,0,0,0,0,0,0,0,160,140,0,0,0,0,0,0,0,0,0
